제목,날짜,작성일,작성자,댓글
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:32:21,aho9****,김종인이 킹 메이커냐?이번 선거 국민의힘이 잘한게 아니고 문재인에대한 분노여 김종이가 선거 승리한게아녀
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:36:04,aho9****,이번 선거 김종인 보고 찍은 사람 있것냐?? 혼자 우쭐해서 붕떠서 문재인 사람들 찔러보냐?
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:20:50,carl****,여시재 발동을 거는걸까
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:15:41,star****,부총리로서 업적이 없고 소신없이 실패한 경제정책을 추인이나 하다가 쫒겨났는데 무슨 놈의 대선 후보?
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:14:17,smil****,"윤석렬은 박대통령께 악행으로 민주를 이기지 못한다. 박대통령의 억울함을 알고있는 지지자들이 윤에게 적대가을 보이고 있고 현재도 30%의 지지율은 있다고 본다.젊은층은 떨어지겠지만. 그러니 정권창출하려면 탄핵과 무관한인사가 나올경우에는 가능하다 본다. 윤의 지지율에는 민주측의 작전표가 많은데 최근 호남의 지지가 이재명보다 높은게 그것으로 보인다. 그래서 민주는 윤이 나오길 바라고,윤이 나올경우 박대통령의 표를 갈라칠 방법을 민주는 알고있으니"
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:11:27,thfr****,김종인의 정치전략은 현 정권에서 써먹고 버림받은 사람들이었네~~이 정도의 전략이라면 최하의 수준아닌가요?
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:07:26,An10****,도대제 김동연이 한게 무엇인가? 현정권의 경제부총리 ? 과연 자기소신을 관철 시켰는가? 과감하게 현정권의 경제정책을 비판해보라~ 국민을 우습게 보는 사람들~ 윤석렬이나.김동연이나 정치를 모르는 사람들. 문정권보다 더 경험해보 지 못한 나라를 만들것이다. 경험과 경륜은 중요하다.
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 11:07:13,Yj00****,"이곳저곳 기웃거리는 꼴라지가...추해 보인다....잠자코 있어야,물한컵이라도..얻어먹지..."
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 10:49:07,geum****,"민생,계층 사다리... 그게 부자들을 위한 정당에서 가능한 야긴가..."
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 10:39:54,hima****,흙수저 김동연--깡있는 근성 윤석열 합쳐라--나라 수렁에서 거져내야지--대신 홍준포/유승민/항교안--은 죽느게 애국이다---니들은 한국당 분열 시키자 마라
"김종인의 '대선 플랜B' 김동연, 정치도전 꺼내자 ""허허허""",2021-05-02 09:00:00,2021-05-02 10:16:44,shad****,이따위 하치 기사나 내면서 나같은 사람의 댓글은 용감하게 삭제하냐? 중앙일보가 나에게 감정이 많은가? 중앙일보! 좋은 기사를 쓰거라. 😡🤐🤐🤐🤐🤐🤐🤐🤐🤐🤐🤐🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤯🤯🤯🤯🤯
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-04-13 20:29:21,HP30****,남에게 봉사 해 줄 일 있냐? 차라리 해외 봉사나 가시지.
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-04-08 09:56:36,golf****,야권 단일후보로 정권은 꼭 심판해야 합니다!
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-04-08 07:05:26,박재영/****,다른사람은 몰라도 승민이 너는 아니야 너가 한일을 아직도 모르겠어? 다시 숟가락 얹을려고 하지마라. 꼴보기 싫고 모양새도 안 좋다. 너가 그래도 정치라도 하고 네 이름이라도 갖고 있을려면 뒤에서 묵묵히 대권을 향해 뛰는사람을 무조건 도와라. 재 뿌리지는 말고...
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-04-08 04:32:19,0sma****,유승민 니가 왜 거기서나와?너는 김무성과함께 문제인에게 정권넘기고 우파를 배신하고 가출한 우피를 이지경으로 내몰은 불량배 정치인 이잔아? 국민의힘에 민주당2중대놈들 많다 다 척결해야됨.
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-26 12:41:22,방****,"승민아,정치권이네놈놀이터이더냐? 너는어떻게된것이,가끔하는지껄임이혼빠진소리만하냐?"
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-26 11:32:49,jhle****,"유승민이 약속한 것치고 이루어진것이 하나도 없는데다가, 지지도가 늘 3%대 안밖이다. 그냥 가만히 있는게 상수다. 노자 가라사되, 無為함이 上手라."
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-26 06:41:04,ino ****,예끼 유승민! 정권교체는 우파들이 연합하여 알아서 할테니 김무성과 김종인 데리고 무인도가서 아무말하지말고 조용히 사세요 좌우가 명확치 않은 당신들이 나서면 되던일도 안되요
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 17:35:16,강****,지난 얘기로 더 이상 왈가불가하는 것 보다는 정권교체를 위해서는 유승민이든 홍준표든 안철수든 모두 힘을 합해 무슨 일이든 해야합니다. 또다시 이 정권이 반복되는 나라로 만들지 맙시다.
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 16:43:27,isba****,유승민이 대권주자라고?삶은 소대가리가 웃겠다...ㅉㅉ
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 15:52:20,moma****,"승민아 역적질 그만해라, 지금 국민의 힘을 힘들게 한 너는 배신의 죄를 지은 배신자여~"
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 15:33:34,jaco****,유승민 의원 상식과 균형감각을 지니신 분입니다.
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 14:40:26,Kyu ****,박근혜대통령을 배반한 년 놈들아 제발주둥아리 놀리지말고 정치일선에서 물러나라 🐕보다도 못하고 무능한 문재인보다못한 머리속빈 인간들아 앞으로도 자유민주주의 체제를 말아먹고싶으냐?
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 14:18:56,daeh****,넌 빠지고.세상에제일 더러운 인간이 친구등에 칼꼿는 인간
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 14:07:59,bsks****,관리자에 의해 삭제된 댓글입니다.
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 13:45:40,Sung****,"유승민은 왜 홍준표를 끌어들이느냐, 그럼 김무성도 끌어들이게.. 이젠 이 사람들은 흥행을 시켜주는 것이 아니고 살아나는 불씨마저 끌 사람들이다. 이제는 유튜브 제작하면서 새로운 세대에 지원을 해줘라. 차라리 안철수 윤석렬 대결이 훨씬 낫ㄷ은"
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 13:20:35,박****,유승민은 저큭성이너무없어 뒷북만..
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 12:57:51,soul****,윤석열 총장 뒤에 왜 홍발정을 갖다 붙이냐?윤총장 밥상위에 숟가락 얻힐려 하지마라!유승민 김무성 홍발정 없어도 윤석열 총장이 대통령 되기로 다 나왔있어!
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 12:28:02,qate****,"왜 국민들이 윤석열이에게 열광할까요? 이유는 하나 입니다. 민주당, 국민의 힘 등 여야를 막론하고 정치한다면서 철지난 사상논쟁이나 해대는 정치꾼들이게 질렸기 때문입니다. 윤석열이는 여야를 막론하고 신세 진적도 없고 오히려 썩을대로 썩은 정치꾼들 감옥에 보내 실적밖에 없습니다. 이번에 윤석열이가 대통령되면 아마 지난 4년간 대한민국을 수렁으로 빠뜨린 민주당 놈들 거의 대부분 감옥에 처넣어 주길 국민들은 바라고 있는 것이고 그간 정권 뺏기고 멍청한 야당 노릇을 하는 야당의원들도 이번에 옥석을 가려내고 대 청소를 해주길 바라기에 윤석열 지지율이 40퍼센트가 넘는 겁니다. 사실 민주당놈들이 이미 겁먹고 윤석열 깍아 내려고 평생 검사만 한 윤석열이 국가경영을 어찌하냐고 하는데 모지리 박근혜와 그보다 더 모지리 문재인도 대통령질 해먹는 나라가 대한민국입니다. 헌데 윤석열이가 대통령질 못해먹을 이유가 하나도 없는 겁니다. 아마 문재인이가 나라개조 한답시고 뒤집어 놓은 것 모두를 반대로만 해도 잘"
"유승민 ""윤석열·홍준표도 받아들여 대선 단일후보 뽑자""",2021-03-25 10:20:00,2021-03-25 12:30:12,qate****,한다고 성군소릴 들을 겁니다. 이에 더해서 국가에 빌붙어 먹는 수많은 기생충들이 국민의 의무를 다하게 하면서 좌파 쓰레기들만 다 쳐내도 5년후 성공한 대통령 칭송은 물론 한번 더 하라는 소리까지 듣게될 지 누가 알겠습니까?
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-27 17:13:07,Yj00****,니들은 어렵다고 생갓 한다...윤석열과안철수의 조합으로...런닝메이트로 하면...윤석열의 승리가 보인다..
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-15 17:58:45,jys0****,떡줄 사람들은 생각도 않는데 참 착각도 병이다 저런 모지리들 좀 안 보고 살고싶다
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-15 12:06:57,강****,국민의힘으론절대대선승리못한다정리할자정리하고새판짜야된다보수들이민주당찍으면찍었지현재국힘에누가나와도안찍는다한다특히두사람또62명그들이보수망쳐놓고또찍어달라미쳤냐고한다제대로해라모두함량미달이다국민의힘을보수국민의적이라한다인간말종들이너무많다서울시장하고는다르다
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-15 06:37:04,Hyan****,원희룡.제주에서 므슨짓한거야.중공놈들에게 제주땅 팔아 망쳐논거아니냐. 유승민은말할가치없고.빌어먹을놈들
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 11:42:19,김****,문재인의 동업자 유승민과 김무성 이 두놈과 탄핵찬성파들이 다시 정계에 발을 못붙이게 해야한다!
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 11:42:02,hong****,아니 ㅋㅋ 오세훈이 인기가 많아서 뽑혔겠냐? 정권심판 때문에 뽑힌거지~ 정신을 못차렸구만 ㅋㅋ 유승민은 너가 오세훈처럼 될수 있다는 착각 그만해라~ 오세훈은 그래도 시정능력 경험이 있어서 뽑아준거다~
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 10:54:02,jeon****,유승민놈 내부에적이 제일나쁜놈이다~~
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 10:47:59,rmsd****,쓰레기 소각장에 불났다는 말이다. 오세훈이 역선택을 받아 문정부 싫어하는 사람들이 할수없이 찍어준걸 반복해 보겠다는 황당한 발상에 쓰레기들이 다시 설치겠다는 말인가 . 그래서 윤석열이 국민의 힘에 들어가면 안된다. 차라리 윤석열이 민주당에 들어가 진짜 개혁을 해보면 어떨까 지지율이 순식간에 50%는 넘을거 같은데 지지율 5%도 안되는 쓰레기들 청소될때까지 국민의 힘은 생각도 말라.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 10:16:45,Echo****,건달 정치꾼들은 나대지 말고 집에서 속죄하고 있거라. 그리고 안철수는 정치건달들이 운신하지 못하도록 조만간 힘당과 합당해라. 곧 있을 전당대회 당 대표 선출에 나서 대표직을 맡아라. 1백프로 거머쥔다. 이후 6월께 윤석열을 비롯한 원외인 나경원 최재형(현 감사원장)원희룡을 불러들여 대권 몰이에 나서라. 2022년 3월까지 안철수는 정국을 주도하며 국민의 힘 열풍을 내내 일으킬 것이다. 중도 온건 보수 20대~30대~50대들이 안철수의 길을 함께한다. 지켜보겠다.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 10:10:36,7whv****,"전부다 대통령이 되고 싶어 안달이 났구나! 더듬어당은 야권의 분열을 노리고 있는거 모르니, 오합지졸 되는 경선 하지 말고 대통령 될 강력한 한 사람을 추대해서 정세균이나 이재명이 올라오면 싸워야 승산이 있는데 벌써부터 저 얍삽한 유승민 같은 인간이 나오게 된다면 분명 필패할거다."
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 09:52:55,soul****,박근혜를 탄핵해서 들어선 정권이 연산군보다 못하다고 문산군이라 하는데 봐라 영국은 집단 면역에 성공해서 마스크 벗었잖아.건데 우리나라는 백신 확보는 커녕 백신 종류도 정하지 못하고 갈팡질팡 하잖아.다른 나라들은 국가원수가 나서서 총력을 기울일 때에 우리나라는 집권내내 검찰개혁 윤총장 징계 정직에만 신경썼으니 이제 확진자가 하루 300명 대에서 5~600명대로 늘어나도 뽀족한 수가 없네.새로 큰별을 기다리지 이정권 탄생에 일조하여 탄핵에 앞장섰던 도토리들은 빠져.혐오스럽단 말이다.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 08:55:42,강****,배신자 유승민과 김무성이 설치는 국힘당 싫다 싫어
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 10:57:26,gony****,본인도 유승민 김무성 등 배신자들은 꼴도 보기 싫네요.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 08:52:56,bsks****,관리자에 의해 삭제된 댓글입니다.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 08:46:16,gyn4****,"떡줄 사람은 생각도 안하고 있는데, 김치국물이나 먼저 마시고 있는 떨거지들. 이러니 너네들이 안되는 거야. 한심한 인간들이 하나 둘이 아니다."
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 08:33:43,gurq****,유승민이는 하늘이 두쪽나도 안된다. 배신자만은 절대 용서하지말자.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 07:58:30,galm****,유승민 이 인간 쓰레기는 왜 자꾸 띄우나. 연금개혁의 기회를 날려버린 매국노를 무슨 이유로 중앙은 띄우나.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 07:39:19,Paul****,".잠룡아닌, 잡종들에게 매서운 조소룰 보내노라.."
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 07:26:38,오****,관리자에 의해 삭제된 댓글입니다.
“국힘 경선 이기면 吳처럼…” 용기 얻는 유승민·원희룡·김태호,2021-04-14 05:00:00,2021-04-14 07:08:18,ekim****,조국이 살아있는 한 앞으로 민주당은 어디서나 무조건 진다. 조국이 죽기 전에 빨리빨리 나서라 !
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-19 22:42:39,윤 ****,"참 이상하다? 대구엔 얼씬도 못하는 야를 왜 중앙이 가끔 띠우는지? 하기야, 그것도 자유라 내 할말은 없지만 이자슥은 나와봐야 야권통합도 안할거고, 지난번 처럼 보수표 갉아 먹는 일만 할거다. 정말 지 아버지이름에.똥칠하는놈."
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-19 16:06:48,jjss****,김 무성 이 하고 키스 하는 거지 / 포퓰리즈 ~ 음란 이 아니고 !! 무엇 인가 ????
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-19 10:05:43,khsa****,내가 문재인을 찍으면 찍었지... 유승민 너란놈은 절대 찍을일 없다!!!!
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 20:00:56,천****,"ㅋㅋ 웃기다.. 유승민이 배신한게 아니라 박근혜가 국민은 배신했던거 아니였나?? 극우든 극좌든 전부 싫다.. 전부 빡대가리만 있는듯.. 무식하게 흑백논리냐?? 그러면 그떄 당시 시위나갔던 사람들은 전부 적이네... 극좌는 무슨 정치를 감성정치질인지... 이딴 나라 지킬려고 2년동안 군대 다녀온 나도 싫고 군대 가라고 강요하는 나라도 싫고 뭐 같은 소리해대는 극우,극좌들 완전 싫다... 노무현이 어쩌구 문재인이 어쩌구 이명박이 어쩌구... 극우, 극좌에서 많이 해먹었으니 중도애들도 한번 해먹어봐라~"
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 19:11:22,gaun****,逆賊 의 惡業 은 五代 까지 미친다
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 15:55:42,997t****,"배신과 기회주의의 아이콘에게, 합리성과 보수라는 정체성을 끼워 넣다니..참 정치와 인간성조차 구별못하는 분들도 있군요. 예를들어, 합리적 강도, 중도적 살인자, 보수적 도둑질 ㅎㅎ"
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 15:39:34,tile****,유승민처럼 합리적인 보수정치인이 후보로 나와야 중도층의 지지를 이끌어낼수 있습니다. 홍준표는 딱20프로 짜리이고 윤석열은 박근혜를 구속기소한 장본인이고 국힘에 합류할뜻이 없다고 하고 안철수는 또 나가면 출마전문가되는거고...ㅎㅎ
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 14:58:32,강****,중앙이 유승민이랑 짬짜미 먹었어? 자주 배신자 3끼 르뽀를 내주네. 아직 중앙이 모략 꾸미는 버릇 못버렸네.
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 15:35:34,tile****,일개 동네 아줌마에게 국정을 맡긴 박근혜를 배신한게 국민들 아니었나? 국민들이 다 배신자인가? 오히려 유승민은 박근혜에게 평소 듣기싫은 충언을 아끼지않았으나 박근혜는 듣지않았고 결국 친박들을 포함한 국회의원들에게 탄핵되었다.
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 14:28:30,syhf****,한번 배신 한자 열번은 배신 못하겠나. 더이상 정치권 기웃거리지 말고 삭발하고 나는 자연인이요 하고 산속에 찌그러져서 숨만 쉬고 살아라. 모시던 사람을 모함해서 적과 내통하여 탄핵으로 이끈놈. 지금 이 어러운 나라 만든 빌미른 제공한 나쁜놈.
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 14:20:36,Kyu ****,유승민 김무성 왜 살아가면서 국민들 분노 일으키냐? 대통령을 하겠다고 헛소리 하는 유승민을볼때 얼굴에 철판깔고가 생각난다 제발 머리속 아프게하지말고 조용히살자
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 13:05:03,jaco****,유승민 의원의 합리적이고 균형잡힌 옳바른 정치인인데 많은 사람들의 오해와 미움이 사라지길 바랍니다 새로운 정치에 기여하고 있다고 생각합니다.
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 14:59:48,강****,에지간히 미친 넘 아니면 새각하기 힘든 소리네. 너 참 대단하다. 대깨유?
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 12:55:59,sons****,아비가 간신이면 자식도 간신이될수밖에 니아비를 탓해라 간신 배반자 니럼 아비 대를이어 간신짓하고 욕도아까운 가래침도 아까운럼 에라이 ㅍㅍㅍ
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 12:53:57,sons****,관상은 과학이다 이...이완용 발톱의 때같은 럼 면상을봐라 전형적인 21세기형 간신의 표본 상판데기 아니냐 더럽디 더러운 재래식 화장실 구대기럼 뭐 ??대권 차라리 부처님 한다고 해라 이 구대기럼아
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 12:34:25,shad****,관리자에 의해 삭제된 댓글입니다.
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 11:58:43,aho9****,고려 홍륜 이의민이 선생님 하것다 김무성 유승민은 죽어도 대통령 몾돼 박근혜 등에 칼콪고 문재인 등극 일등공신 박근헤 칼꽂은거 우파의 성을 무너드린 천하의 나쁜자로 역사는 기억할것이다 KFX 죽어라 반대하던 인간
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 12:17:47,aho9****,문재인 유승민 KFX 반대하더니 문재인은 숱가락 들고 공을 가료 채더라
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 12:00:10,aho9****,유승민씨 문재인이 박근혜보다 잘히는건 빚내서 빚더미 나라 만드것 외에는 없다
"유승민 ""이재명은 허경영급, 내 정책엔 포퓰리즘 아예 없다""[정치언박싱]",2021-04-18 05:00:00,2021-04-18 11:52:22,vips****,유승민 넌 임마 아니야 정책이 아니라 정책 할아버지를 해도 넌 개/새/끼 보다 못한 넘이야 관상을 봐라 얼른 꺼져 배신자 새/끼야
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 14:00:26,arts****,너는패스 유승× 배신자와 같은부류라서~
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 08:49:36,9x65****,알아 다행이다.
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 06:16:33,ksmo****,여. 야를 불문하고 정치꾼만 득실거리고 정치가는 없으니 나라가 풍전등화다. 김종인 같은 퇴물 정치꾼이 대한민국 정치판을 좌지우지하고 있으니 민초들은 불안하고 초조하다.
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 06:49:02,9x65****,"불안한 이유가 그것때문만은 아니겠죠, 전체적으로.."
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 05:56:17,Wohe****,김종인이 밀어주면 김웅은 당대표도 될수있고 대선주자도 될수있다. 아직 김종인의 힘이 만만치않다. 김웅이 당대표가 되거들랑 김종인을 괄세한 자들을 불러놓고 귓방망이를 한대씩 올려붙여라. 배은망덕한 녀석들이라고 야단을 치면서.
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 05:59:22,9x65****,누가 누구한테 괄세를해? 발톱에 때만도 못한것들이..
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 05:46:29,9x65****,얘네 맨날 거짓말하면서 지네 O 주물럭 거리며 노는구나 같이.. 서글프지 않니? 그러니 현실이 비현실이되고 비현실이 현실이 되는 상황을 넉놓고 쳐다볼수 밖에 없는 일이 생기지. 한심하다 시궁창에서 빠져 나와라 발근세상으로..
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 05:57:28,9x65****,백날 그런다고 OO가 되냐? 그러니 있는거도 죄다 까먹지.
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 05:44:06,tile****,구시대인물 나경원 주호영보다 참신한 초선 김웅의원이 당대표가 되면 아마 국민들이 국힘당을 바라보는 시선이 엄청 달라질 것이다 특히 중도층 국민들의 지지를 많이 얻을 것이다~
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-09 22:33:30,윤 ****,"나경원은 몰라도, 주호영은 안되고, 이기사 보니, 김웅은 싹수가 노랗네, 내가 사람을 잘못 봤네. 죄송합니다 ."
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 12:33:39,윤 ****,"그래? 대단하다 김웅? 꼭돼라, 당대표, 만일 안되면 김종인 빠는 너는 거기 까지다."
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 03:51:06,sola****,김종인이 왜 자기정치얘기하는지 알겠네..자기는 민주당 국민의힘을 넘나들었다 이거네 하지만 당신은 그 어떤 당에도 깊이 뿌리를 내리지못했다. 이해관계 따지는 합리적인 책사정도..문재인이 왜 대통령이 된지아나...뿌리골수 까지 공산주의 물든인간이지.. 보통 사람들은 때론 합리적인 인간보다 하나에 미 친 인간에게 열광하지~한때 히틀러처럼..
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 01:48:21,tera****,중공몽 굿...많이 처드셨죠 에휴
"'한수 알려달라' 찾아온 김웅에…김종인 ""꼬붕되지 말라""",2021-05-07 15:34:00,2021-05-08 01:34:15,hwan****,이미 유승민 꼬붕이구먼 이씨 조선 한때는 경상도 사람은 과거 합격도 안 시킬때도 있었다고 하던데요
